min_ma,region,formation,facies,collection_no,decimalLatitude,decimalLongitude,taxon,abundance,taph.corrected.abundance
555,Nilpena,Rawnsley Qzite,Sheet.Flow.Sand,Sub (334),-31.012,138.228,Stalk.Frond,8,8
565,Mistaken Point,Mistaken Pt. Fm.,Slope.Turbidites,e_surface,46.625556,-53.161389,Triangle,25,25
565,Mistaken Point,Mistaken Pt. Fm.,Slope.Turbidites,pc_surface,46.625556,-53.161389,Triangle,140,140
555,Nilpena,Rawnsley Qzite,Rippled.Sand,1T-BOF (245),-31.012,138.228,Tribrachidium,4,4
555,Nilpena,Rawnsley Qzite,Rippled.Sand,1T-FB (201),-31.012,138.228,Tribrachidium,9,9
555,Nilpena,Rawnsley Qzite,Rippled.Sand,1T-LS (50),-31.012,138.228,Tribrachidium,1,1
555,Nilpena,Rawnsley Qzite,Rippled.Sand,1T-T (279),-31.012,138.228,Tribrachidium,233,233
555,Nilpena,Rawnsley Qzite,Sheet.Flow.Sand,Matt (148),-31.012,138.228,Tribrachidium,2,2
555,Nilpena,Rawnsley Qzite,Rippled.Sand,MM-3 (363),-31.012,138.228,Tribrachidium,20,20
555,Nilpena,Rawnsley Qzite,Rippled.Sand,STC-AB (202),-31.012,138.228,Tribrachidium,1,1
555,Nilpena,Rawnsley Qzite,Rippled.Sand,STC-X (41),-31.012,138.228,Tribrachidium,3,3
555,Nilpena,Rawnsley Qzite,Sheet.Flow.Sand,Sub (334),-31.012,138.228,Tribrachidium,6,6
555,Nilpena,Rawnsley Qzite,Sheet.Flow.Sand,Trib (69),-31.012,138.228,Tribrachidium,39,39
555,Nilpena,Rawnsley Qzite,Rippled.Sand,STC-H (143),-31.012,138.228,Wigwamiella,57,57
